sparsity,pretrain,posttrain
0.1,0.0,0.0
0.2,0.0,0.0
0.3,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6,0.0,0.0
0.7,0.49652,0.50384
0.8,0.49528,0.50148
0.9,0.5,0.5
